Title,Most view per day,Most-view-date,Highest rank,Time to Highest rank,Charted-duration,URL id:
Bad Wolves - Zombie (Official Video),1016333,2018/05/05,174.0,,5.0,9XaS93WMRQQ
"Tum Tum - Video Song | Enemy (Tamil) | Vishal,Arya | Anand Shankar | Vinod Kumar | Thaman S",2466381,2021/12/11,15.0,,51.0,tYSrY4iPX6w
Selena Gomez - Good For You,3414056,2015/06/26,9.0,,34.0,1TsVjvEkc4s
"Don Omar, Zion & Lennox - Te Quiero Pa´Mi",2722349,2017/02/03,56.0,,19.0,eLlPpxDGKrE
Arabic Kuthu | Halamithi Habibo -Lyric Video| Beast| Thalapathy Vijay| Sun Pictures| Nelson| Anirudh,1538277,2022/02/14,14.0,,5.0,8FAUEv_E_xQ
Cardi B - WAP feat. Megan Thee Stallion [Official Music Video],21566461,2020/08/07,1.0,1.0,24.0,hsm4poTWjMs
Taylor Swift - I Knew You Were Trouble,1961022,2012/12/17,4.0,,38.0,vNoKguSdy4Y
"Teri Aankhon Mein Song: Divya K | Darshan R, Neha K | Pearl V Manan B | Radhika, Vinay | Bhushan K",10105469,2020/10/07,7.0,,28.0,mClF6mJV5xM
Boney M. - Rasputin (Sopot Festival 1979),1088267,2021/12/31,186.0,,2.0,16y1AkoZkmQ
Justin Bieber - I'll Show You,4637163,2015/11/02,16.0,,38.0,PfGaX8G0f2E
Harrdy Sandhu - Bijlee Bijlee ft Palak Tiwari | Jaani | BPraak | Arvindr Khaira | Desi Melodies,5124271,2021/10/30,2.0,1.0,35.0,NwdQx2P_ytk
Enrique Iglesias - Hero,1398000,2022/07/15,,,,koJlIGDImiU
Calum Scott - Dancing On My Own (Official Video),929831,2017/03/09,149.0,,11.0,q31tGyBJhRY
DaBaby - BOP on Broadway (Hip Hop Musical),2544278,2019/11/15,11.0,,21.0,28hYUZMufDg
Hungria Hip Hop - Amor e Fé (Official Music Video) #CheiroDoMato,1601977,2020/12/31,78.0,,30.0,iZq0u3quAqo
"LSD - Thunderclouds (Official Video) ft. Sia, Diplo, Labrinth",3975564,2018/08/31,22.0,,25.0,kg1BljLu9YY
Marshmello ft. Khalid - Silence (Official Lyric Video),2268838,2017/12/16,52.0,,10.0,tk36ovCMsU8
Oasis - Wonderwall  (Official Video),610545,2021/08/14,,,,6hzrDeceEKc
Hook Up Song -  Student Of The Year 2 | Tiger Shroff & Alia | Vishal and Shekhar |Neha Kakkar|Kumaar,469936,2019/04/30,,,,zuaLWHiRXkg
Phil Collins - Another Day In Paradise (Official Music Video),313266,2019/07/27,,,,Qt2mbGP6vFI
Zé Neto e Cristiano - STATUS QUE EU NÃO QUERIA - #EsqueceOMundoLaFora,3392839,2018/12/25,52.0,,18.0,VfjFppJSvD4
Owl City - Fireflies (Official Music Video),391160,2018/02/10,15.0,,6.0,psuRGfAaju4
O Saathi Lyrical Video | Baaghi 2 | Tiger Shroff | Disha Patani | Arko | Ahmed Khan Sajid Nadiadwala,1566794,2018/04/29,87.0,,6.0,YuXLN23ZGQo
NIRA ISHQ : GURI (Official Song) Satti Dhillon | Superhit Romantic Song | GK Digital |  Geet MP3,2604728,2018/12/27,43.0,,25.0,VO7Vu207-e8
Drake - Started From The Bottom,1670206,2013/02/16,8.0,,23.0,RubBzkZzpUA
Dilsinho - Péssimo Negócio (DVD Terra do Nunca Ao Vivo),1271765,2019/03/30,136.0,,24.0,4uQi5XvGI1M
Kiesza - Hideaway (Official Video),487315,2019/12/31,,,,ESXgJ9-H-2U
Jeremy Zucker - comethru (Official Video),292708,2018/11/13,,,,jO2viLEW-1A
"TWICE ""I CAN'T STOP ME"" M/V",19483950,2020/10/27,1.0,1.0,27.0,CM4CkVFmTds
Danny Ocean - Dembow (Official Audio),1550741,2018/02/24,89.0,,21.0,kQKGI24aydk
Kings Of Leon - Sex on Fire (Official Video),242952,2019/04/18,,,,RF0HhrwIwp0
Fuleragem - MC WM (KondZilla) | Official Music Video,2758214,2018/03/24,31.0,,26.0,4N2iMmHcHys
Kungs vs Cookin’ on 3 Burners - This Girl (Official Music Video),1224231,2016/09/03,81.0,,23.0,2Y6Nne8RvaA
Backstreet Boys - As Long As You Love Me (Official HD Video),908256,2022/07/12,,,,0Gl2QnHNpkA
"""Oh Humsafar"" Song | Neha Kakkar Himansh Kohli | Tony Kakkar | Bhushan Kumar | Manoj Muntashir",10693849,2018/04/17,30.0,,10.0,g4HDfqEWf6Y
Same Beef Song | BOHEMIA | Ft. Sidhu Moose Wala | Byg Byrd | Punjabi Song #sidhumoosewala #bohemia,4836585,2019/08/19,19.0,,22.0,qk2WMmiiVFE
Patati Patatá - Superfantástico (DVD Coletânea de Sucessos),707038,2019/10/11,,,,jvX9eozwbtU
Richard Marx - Right Here Waiting (Official Music Video),369947,2022/11/19,,,,S_E2EHVxNAE
Grupo Frontera - NO SE VA (Video Oficial),1668845,2023/04/22,37.0,,42.0,VtKcDwz6hiM
"Idina Menzel, Evan Rachel Wood - Show Yourself (From ""Frozen 2""/ Sing-Along)",1820706,2020/03/28,38.0,,20.0,nrZxwPwmgrw
Ariana Grande - One Last Time (Lyric Video),888871,2015/02/16,70.0,,7.0,Wg92RrNhB8s
Camilo - Favorito (Official Video),3746160,2020/04/18,7.0,,40.0,2mY7AFTtYwQ
"Zedd, Alessia Cara - Stay (Lyric Video)",2222390,2017/02/28,46.0,,18.0,h--P8HzYZ74
Lartiste - Chocolat feat. Awa Imani (Clip Officiel),1830041,2017/09/01,81.0,,19.0,NuXaPB_KWg8
Lana Del Rey - Summertime Sadness (Official Music Video),454159,2023/06/27,,,,TdrL3QxjyVw
"The Medley Song | Mujhse Dosti Karoge | Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra",865107,2019/06/07,,,,q4R2xRnN89A
Ne-Yo - Miss Independent,1316760,2022/07/14,,,,k6M5C-oKw9k
Justin Bieber - Somebody To Love Remix ft. Usher (Official Music Video),1839355,2010/06/18,3.0,1.0,49.0,SOI4OF7iIr4
Kesariya - Brahmāstra | Ranbir Kapoor | Alia Bhatt | Pritam | Arijit Singh | Amitabh Bhattacharya,17675196,2022/07/17,2.0,1.0,31.0,BddP6PYo2gs
Selena Gomez - Same Old Love,1771781,2016/02/19,37.0,,32.0,9h30Bx4Klxg
Eu Sou O Gummy Bear - Gummy Bear Song Brazilian Osito Gominola Brazil Som Livre Brasil,973933,2020/07/29,145.0,,14.0,XusBJ8ADSH8
"संकटमोचन हनुमान अष्टक, Sankat Mochan Hanuman Ashtak,HARIHARAN,Hindi, English Lyrics, Hanuman Chalisa",935273,2023/04/06,142.0,,9.0,HH_a6aRO1TE
"Kamli Song | Dhoom:3 | Katrina Kaif,  Aamir Khan | Sunidhi Chauhan | Pritam | Amitabh Bhattacharya",470258,2018/10/28,,,,C8kSrkz8Hz8
"Ferrugem - Sinto sua Falta, É Natural, Pra Você Acreditar e Pirata e Tesouro ""DVD Chão De Estrelas""",1000229,2020/12/24,,,,JhXagtxvDKY
Slipknot - Psychosocial [OFFICIAL VIDEO] [HD],298184,2017/09/02,,,,5abamRO41fE
Mon Laferte - Tu Falta De Querer (Video Oficial),790533,2017/11/17,,,,WT-VE9OyAJk
J Balvin - Sigo Extrañándote (Official Video),8982967,2017/02/17,23.0,,26.0,nZ0zbsZOdwg
Beyoncé - Irreplaceable,228973,2017/11/28,,,,2EwViQxSJJQ
"Bekhayali Full Song | Kabir Singh | Shahid K,Kiara A|Sandeep Reddy Vanga | Sachet-Parampara | Irshad",2649482,2019/07/02,70.0,,21.0,VOLKJJvfAbg
Nirvana - The Man Who Sold The World (MTV Unplugged),350612,2019/04/05,,,,fregObNcHC8
Meek Mill Ft. Nicki Minaj & Chris Brown - All Eyes On You (Official Video),2122628,2015/07/29,21.0,,24.0,ut9ThAbfde0
"#Chhalakata Hamro Jawaniya - FULL SONG | #PAWAN Singh, #Kajal Raghwani, #priyanka singh",329419,2022/03/18,,,,c4JD7rEtIj8
"Shakira, Maluma - Clandestino (Official Video)",4917092,2018/08/04,11.0,,14.0,1DhA69K3fZ4
MOUH MILANO - Machafouhach (Official Music Video) | موح ميلانو - ماشافوهاش,1598808,2021/01/30,45.0,,29.0,m0_SMiOecko
VIDEO | Rakesh Mishra | ए राजा जाई ना बहरिया | Ye Raja Jai Na Bahriya |Trishakar Madhu Bhojpuri Song,3176843,2021/01/17,22.0,,33.0,1R8PvN-Uw90
Danna Paola - Mala Fama,939452,2020/03/28,140.0,,14.0,vulWkgc5KYI
Justin Bieber - As Long As You Love Me ft. Big Sean,3986140,2012/08/01,1.0,1.0,51.0,R4em3LKQCAQ
Aleyna Tilki - Sen Olsan Bari,5896206,2017/07/31,6.0,,14.0,yJpJCZYTL74
"Bachpan Ka Pyaar (Official Video) Badshah, Sahdev Dirdo, Aastha Gill, Rico",16740789,2021/08/11,1.0,2.0,31.0,k7QniTYNsmQ
J Balvin - Tranquila (Official Video),767007,2015/12/24,33.0,,66.0,HWyEEj2pSt0
Ishq Ka Raja - Addy Nagar (Official Video)- Hamsar Hayat - New Hindi Songs 2022,1648437,2019/03/19,72.0,,16.0,N_dV7--eGFc
I'll Never Love Again (from A Star Is Born) (Official Music Video),2853977,2018/10/28,38.0,,7.0,52nfjRzIaj8
Aventura - El Perdedor,279069,2017/10/12,,,,elGZbcpGzdU
Cyndi Lauper - Time After Time (Official HD Video),562639,2018/03/24,,,,VdQY7BusJNU
Marília Mendonça - CIUMEIRA - (Todos Os Cantos)  #Ciumeira,3601181,2018/09/15,23.0,,23.0,KbRtA_brCQ0
LALA LORI : Fazilpuria ft. Deepti | Afsana Khan | Jaani | SukhE | Haryanvi Songs Haryanavi 2021,2129410,2021/01/17,32.0,,32.0,GI30zqFk0sU
"Louis Tomlinson - Back to You (Official Video) ft. Bebe Rexha, Digital Farm Animals",2536802,2017/07/24,46.0,,18.0,-HjpL-Ns6_A
KYLE - iSpy feat. Lil Yachty [Official Music Video],2155897,2017/04/07,97.0,,15.0,5XK4v2fgMPU
Cartoon - On & On (feat. Daniel Levi) | Electronic Pop | NCS - Copyright Free Music,476018,2018/09/15,,,,K4DyBUG242c
Robin Schulz - Sun Goes Down feat. Jasmine Thompson (Official Video),573073,2015/07/03,93.0,,42.0,Mo4cmTaEDIk
Don Omar - Virtual Diva,636408,2022/07/10,,,,vRBgZ4aMPio
The Black Eyed Peas - Meet Me Halfway (Official Music Video),318331,2018/03/16,14.0,,8.0,I7HahVwYpwo
Nio Garcia x Brray x Juanka x Anuel AA x Myke Towers - La Jeepeta Remix (Lyric Video),3919119,2020/08/01,8.0,,25.0,yErttA9tEro
"Cosculluela, Bad Bunny - Madura (Video Oficial)",3708269,2018/04/27,22.0,,27.0,LOYAomlRbxI
Patola Video Song | Blackmail | Irrfan Khan & Kirti Kulhari | Guru Randhawa,2904179,2018/03/05,59.0,,1.0,z-ZEHL4Df-A
"Rudimental - These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Official Video]",1627232,2018/02/16,76.0,,22.0,pjTj-_55WZ8
Lady Gaga - Always Remember Us This Way (from A Star Is Born) (Official Music Video),2154834,2019/02/26,87.0,,2.0,5vheNbQlsyU
DNCE - Cake By The Ocean,1590282,2016/06/04,41.0,,24.0,vWaRiD5ym74
Natti Natasha - Quién Sabe ❤ [Official Video],5064242,2018/07/02,17.0,,19.0,mG0b8IAJvts
Justin Timberlake - Cry Me A River (Official Video),347358,2018/02/03,,,,DksSPZTZES0
"Aventura, Bad Bunny - Volví (Video Oficial)",8083827,2021/08/03,10.0,,38.0,ayd3yWr4tqU
Maroon 5 - Maps,1606965,2014/07/03,29.0,,61.0,NmugSMBh_iI
Lou Bega - Mambo No. 5 (A Little Bit of...),670908,2017/12/31,,,,EK_LN3XEcnw
"Dr. Dre - I Need A Doctor (Explicit) ft. Eminem, Skylar Grey",1722995,2011/02/26,2.0,1.0,16.0,VA770wpLX-Q
50 Cent - Many Men (Wish Death) (Dirty Version),350160,2022/07/04,,,,5D3crqpClPY
"Diego & Victor Hugo, Bruno & Marrone - Facas (Ao Vivo)",869741,2020/10/16,114.0,,4.0,VntVkQRaAS8
Zé Ramalho - Sinônimos (Ao Vivo 2005) (Clipe Oficial),775572,2021/01/01,,,,FUz0a2cl_RM
Marília Mendonça - SUPERA (Todos Os Cantos),2166347,2019/09/21,31.0,,26.0,7fMttPxpcmg
"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)",1857789,2021/12/31,33.0,,56.0,qod03PVTLqk
"Sebastián Yatra, Myke Towers - Pareja Del Año",3988260,2021/05/11,5.0,,22.0,SRm2Ch4oFWs
Marília Mendonça & Maiara e Maraisa - Coração Bandido (Official Music Video),1667640,2020/08/29,73.0,,16.0,lxcpH6kvnmg
Ed Sheeran - Perfect Symphony [with Andrea Bocelli] (Official Music Video),6305332,2017/12/15,18.0,,6.0,eiDiKwbGfIY
CNCO - Tan Fácil (Official Video),1896564,2017/04/01,62.0,,34.0,dswcPD0XwTc
KHESARI LAL YADAV SUPERHIT MOVIE SONG - Saj Ke Sawar Ke (HD) | BHOJPURI SUPERHIT FULL VIDEO SONG,544689,2020/08/13,,,,y3Jc2kxaqdw
K'NAAN - Wavin' Flag (Coca-Cola Celebration Mix),1137039,2022/11/21,57.0,,5.0,WTJSt4wP2ME
"Thalia, Pedro Capó - Estoy Enamorado",423184,2018/11/09,,,,k4l3PAKdQCo
Offset - Clout ft. Cardi B (Official Video),8972531,2019/04/19,11.0,,21.0,mt2zvsvkKKo
Prem Rog - Yeh Galiyan Yeh Chaubara Yahan Aana Na Dobara  - Lata Mangeshkar,141350,2022/02/07,,,,hUde7UxFkAc
Don Omar - Salio El Sol (Official Music Video),716784,2022/07/10,,,,Z-3su2ov8Vg
Maiara & Maraisa - 10% (Ao Vivo em Goiânia),1753141,2016/12/24,72.0,,50.0,JybMBMTHWP8
"De La Ghetto - Fronteamos Porque Podemos ft. Daddy Yankee, Yandel & Ñengo Flow [Official Video]",859767,2016/05/21,140.0,,22.0,uXCtOk5dedI
BLACKPINK - 'Kill This Love' DANCE PRACTICE VIDEO (MOVING VER.),8936462,2019/04/09,20.0,,16.0,MOwaUlXZxkI
BLACKPINK - '뚜두뚜두 (DDU-DU DDU-DU)' DANCE PRACTICE VIDEO (MOVING VER.),9081099,2018/06/18,35.0,,7.0,jOJbXvjZ-cQ
Sean Paul - Got 2 Luv U (feat. Alexis Jordan) [Official Video],718247,2011/11/05,21.0,,29.0,tDq3fNew1rU
"John Denver - Take Me Home, Country Roads (Official Audio)",510544,2018/07/06,,,,1vrEljMfXYo
BTS (방탄소년단) 'Black Swan' Official MV,11631436,2020/03/04,14.0,,20.0,0lapF4DQPKQ
Gerua - Shah Rukh Khan | Kajol | Dilwale | Pritam | SRK Kajol Official New Song Video 2015,663388,2015/11/18,115.0,,4.0,AEIVhBS6baE
Ricky Martin - Livin' La Vida Loca,350156,2020/12/31,,,,p47fEXGabaY
La Bandononona Clave Nueva De Max Peraza - Cuál Adiós,528402,2019/06/01,,,,faO03oTG2C4
Little Mix - Secret Love Song (Official Video) ft. Jason Derulo,674661,2016/02/27,136.0,,5.0,qgy7vEje5-w
Desiigner- Panda (OFFICIAL SONG) Prod. By: Menace,3943484,2016/04/26,12.0,,28.0,lsJLLEwUYZM
Becky G - Shower,748892,2020/12/06,50.0,,57.0,50-_oTkmF5I
Thương Lắm Thầy Cô Ơi! - Bé Phan Hiếu Kiên,888095,2019/07/13,,,,pLHSPrJUx4s
BANDA MS - HERMOSA EXPERIENCIA (VIDEO OFICIAL),545592,2014/12/31,66.0,,63.0,ozr3qQRzYl8
"Nego do Borel - Você Partiu Meu Coração (Videoclipe) ft. Anitta, Wesley Safadão",2777245,2017/03/18,41.0,,23.0,Xp-dKdSUuLk
"Ae Dil Hai Mushkil Title Track Full Video - Ranbir, Anushka, Aishwarya|Arijit|Pritam",1336821,2020/12/20,,,,6FURuLYrR_Q
Shaggy - Angel ft. Rayvon (Official Music Video),336969,2023/04/15,,,,XWJrPzAUzAs
PSY - 'That That (prod. & feat. SUGA of BTS)' MV,19894951,2022/04/29,1.0,2.0,26.0,8dJyRm2jJ-U
Backstreet Boys - Everybody (Backstreet's Back) (Official HD Video),955608,2022/07/12,,,,6M6samPEMpM
Maan Meri Jaan | Official Music Video | Champagne Talk | King,4207558,2023/01/13,4.0,,40.0,VuG7ge_8I2Y
Olivia Rodrigo - drivers license (Official Video),4518804,2021/01/16,7.0,,27.0,ZmDBbnmKpqQ
Full Video: Hookah Bar | Khiladi 786 | Akshay Kumar & Asin | Himesh Reshammiya,1259207,2021/12/31,130.0,,1.0,b4b1cMVZOUU
Camila - Aléjate De Mi,320779,2018/07/07,,,,KstbkZwnTv0
Leandro Borges - Deus e Eu (Não conte seus maiores sonhos a ninguém) (Ao Vivo),737481,2019/01/16,,,,yovzEEYOl-E
Rauw Alejandro x Anuel AA - Reloj (Video Oficial),2723252,2020/12/24,22.0,,32.0,-3HjrdC0dAk
"TWICE ""Feel Special"" M/V",15809735,2019/09/25,1.0,1.0,10.0,3ymwOvzhwHs
Saif Nabeel - Ashq Mot (Official Music Video) | سيف نبيل - عشك موت - الكليب الرسمي,1726476,2018/06/28,81.0,,14.0,O9gTPtElXhY
Imagine Dragons - Bad Liar,1762155,2019/01/25,111.0,,2.0,I-QfPUz1es8
"Santa Fe Klan, Nanpa Basico - Te Ire A Buscar",947985,2021/11/24,126.0,,12.0,LC8jr5h1s90
Red Hot Chili Peppers - Scar Tissue [Official Music Video],488544,2020/12/20,,,,mzJj5-lubeM
Bande Organisée - Sch / Kofs / Jul / Naps / Soso maness / Elams / Solda / Houari // Clip Officiel,2897234,2020/09/19,21.0,,23.0,-CVn3-3g_BI
Juice WRLD - Robbery (Directed by Cole Bennett),2301428,2019/02/15,70.0,,9.0,iI34LYmJ1Fs
Official髭男dism - Pretender［Official Video］,313985,2019/04/16,,,,TQ8WlA2GXbk
"Nachange Saari Raat Full Video Song | JUNOONIYAT | Pulkit Samrat,Yami Gautam| T-Series",540636,2018/11/02,,,,rxMmistOjCA
MUSliM - Etnaset | Music Video - 2021 | مسلم - اتنسيت,871570,2021/10/21,71.0,,5.0,BGkL2Pq-g3A
Avril Lavigne - Wish You Were Here (Official Video),3260232,2011/09/10,1.0,1.0,40.0,VT1-sitWRtY
Justin Bieber - Mistletoe (Official Music Video),4131465,2011/10/20,1.0,1.0,27.0,LUjn3RpkcKY
"TWICE ""Like OOH-AHH(OOH-AHH하게)"" M/V",1061957,2015/10/19,153.0,,1.0,0rtV5esQT6I
ห้องนอน - Fridaynight  to Sunday [ Official MV ],984254,2019/11/30,72.0,,46.0,UEomrCUlYg0
Maluma - Sobrio (Official Video),3040543,2021/07/10,33.0,,43.0,RljdPIfnp0U
Natti Natasha ❌ Bad Bunny - Amantes de Una Noche 👩🏻 🌹🐰  [Official Video],4103327,2018/01/11,12.0,,17.0,FVRPzwb1Vi4
"Lal Dupatta Full HD Song | Mujhse Shaadi Karogi | Salman Khan, Priyanka Chopra",491040,2020/08/26,,,,1jjDs69WWUQ
"Full Video|Shah Rukh Khan,Kajol |Kumar Sanu,Alka Yagnik |Timeless Classics",1577400,2022/07/14,,,,WlWlGlvN4L4
Rihanna - Pour It Up (Explicit),9432477,2013/10/04,1.0,1.0,22.0,ehcVomMexkY
"Luis Fonsi, Ozuna - Imposible (Official Video)",10937234,2018/10/19,5.0,,29.0,De4FqIkvHX0
BAD BUNNY - TÚ NO METES CABRA (Video Oficial),3939215,2017/07/02,38.0,,18.0,9NGgLhEVCUk
Crazy Frog - We Are The Champions (Official Video),1072834,2017/12/31,,,,S_IAqwrvEuU
Thalia - Equivocada (Live Version),789638,2017/11/29,,,,QPeNUfc8hGk
MC Livinho - Cheia de Marra (KondZilla) | Official Music Video,1942078,2016/06/04,62.0,,22.0,1fdv0OIhzzA
BANDA MS - TENGO QUE COLGAR (VIDEO OFICIAL),1462546,2016/12/31,143.0,,20.0,UDfFPaT2Lek
Jorge & Mateus - Propaganda [Terra Sem CEP] (Vídeo Oficial),2325493,2018/05/05,60.0,,27.0,mQr7XemLs8s
"Chand Sifarish | Full Song | Fanaa | Aamir Khan, Kajol | Shaan, Kailash Kher | Jatin-Lalit | Prasoon",396292,2018/10/28,,,,zWEOx7TSM6I
Goo Goo Dolls,365771,2023/08/05,,,,NdYWuo9OFAw
Calvin Harris - My Way (Official Video),2739265,2016/10/28,26.0,,16.0,b4Bj7Zb-YD4
Calibre 50 - Siempre Te Voy A Querer,1193293,2017/02/11,128.0,,25.0,7RZp3jiCGYY
"Sandese Aate Hai - HD Video | Border | Sunny Deol, Suniel Shetty | Best Patriotic Hindi Song",4389618,2021/08/14,23.0,,31.0,NXZr9exURTg
BANDA MS - HABLAME DE TI (VIDEO OFICIAL),671840,2015/12/24,78.0,,55.0,S5UEoLeza-o
"Param Sundari -Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @ARRahman| Shreya |Amitabh",15107100,2021/07/17,3.0,1.0,29.0,w4ClQO0FFQg
Cardi B & Bruno Mars - Please Me (Official Video),7852783,2019/03/01,4.0,,14.0,3y-O-4IL-PU
Felipe Araújo & Ferrugem - Atrasadinha,3046656,2018/12/23,23.0,,27.0,M76qUQTt_Sw
The Weeknd - Reminder (Official Video),4322667,2017/02/16,31.0,,7.0,JZjAg6fK-BQ
Maluma - El Préstamo (Official Video),16599007,2018/03/09,2.0,1.0,15.0,-BQJo3vK8O8
Alejandro Fernández - Me Dedique A Perderte (Video Oficial),1774080,2022/07/15,,,,05dcxPp62BQ
"Alejandro Sanz - ""Amiga Mia"" (Video Oficial)",325649,2018/09/27,,,,44Qh0p9xE6o
"Pop Smoke - For The Night (Audio) ft. Lil Baby, DaBaby",675914,2020/07/03,171.0,,4.0,Q9pjm4cNsfc
Marília Mendonça - TODO MUNDO VAI SOFRER (Todos Os Cantos),4188337,2019/05/19,21.0,,27.0,ILADw1aretk
ILLSLICK - ถ้าเธอต้องเลือก [Official Lyrics Video],2986220,2018/06/01,22.0,,14.0,ePdyoX_B-nE
"Jon Z - 0 Sentimientos (Remix) ft. Baby Rasta, Noriel, Lyan, Darkiel, Messiah [Official Video]",985614,2017/03/03,,,,VEDwgvdXUF4
Henrique e Juliano - NA HORA DA RAIVA - DVD Novas Histórias - Ao vivo em Recife,850837,2015/12/24,102.0,,24.0,X8jD3F9PI7Q
Sam Smith - Lay Me Down (Official Music Video),1369428,2015/02/09,36.0,,23.0,HaMq2nn5ac0
"Sech - Que Mas Pues Remix ft. Maluma, Nicky Jam, Farruko, Justin Quiles, Dalex, Lenny Tavárez",4040087,2019/05/10,10.0,,10.0,teT8-O9K2yM
King - Tu Aake Dekhle | The Carnival | The Last Ride | Prod. by Shahbeatz | Latest Hit Songs 2020,1054728,2023/01/13,69.0,,5.0,A66TYFdz8YA
Kelly Clarkson - Stronger (What Doesn't Kill You) [Official Video],715413,2012/02/01,32.0,,19.0,Xn676-fLq7I
"Exclusive: LOVE DOSE Full Video Song | Yo Yo Honey Singh, Urvashi Rautela | Desi Kalakaar",467255,2018/11/09,,,,TvngY4unjn4
Pitbull & J Balvin - Hey Ma ft Camila Cabello (Spanish Version | The Fate of the Furious: The Album),2799713,2017/03/10,32.0,,20.0,UWLr2va3hu0
Reik - Creo en Ti,363342,2012/07/09,50.0,,4.0,snFhcHHdzT0
"Yaad Piya Ki Aane Lagi | Divya Khosla Kumar |Neha K,Tanishk B,Jaani, Faisu, Radhika&Vinay |Bhushan K",581529,2019/11/16,,,,eN6AYHAT8UM
Daft Punk - One More Time (Official Video),1577719,2021/02/23,197.0,,1.0,FGBhQbmPwH8
Jennifer Lopez - Papi (Official Video),2378624,2011/09/21,5.0,,3.0,6XbIuSLaCnk
Demi Lovato - Give Your Heart a Break (Official Video),1192168,2012/04/07,8.0,,27.0,1zfzka5VwRc
"Carmen Twillie, Lebo M. - Circle Of Life (Official Video from ""The Lion King"")",960020,2022/10/30,54.0,,10.0,GibiNy4d4gc
The Chainsmokers - Closer (Official Video) ft. Halsey,4854416,2016/10/24,27.0,,22.0,0zGcUoRlhmw
Little Mix - Shout Out to My Ex (Official Video),5341632,2016/10/21,11.0,,19.0,bFDzhKdrN9M
Skrillex - First Of The Year (Equinox) [Official Music Video],319578,2011/11/05,50.0,,30.0,2cXDgFwE13g
"Raataan Lambiyan - Lyric Video |Shershaah|Sidharth, Kiara|Tanishk B.|Jubin|Asees",3842058,2021/09/04,6.0,,27.0,orYf6VDtj_k
Avicii - Wake Me Up (Official Lyric Video),1841002,2013/08/02,2.0,2.0,33.0,5y_KJAg8bHI
Housefull 4: Shaitan Ka Saala Full Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani,1980640,2020/06/20,49.0,,45.0,e0j_YW5QnoQ
Bad Bunny - Moscow Mule (Video Oficial) | Un Verano Sin Ti,11823032,2022/05/06,2.0,1.0,39.0,p38WgakuYDo
Lil Peep - Save That Shit (Official Video),597334,2018/09/22,,,,WvV5TbJc9tQ
"KAROL G, Anuel AA, J. Balvin - LOCATION (Official Video)",5691320,2021/02/13,4.0,,23.0,aw_cmzF_uZY
"J.Balvin, Karol G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander - Poblado",5619599,2021/06/18,5.0,,49.0,s8hA0QRIwfo
Rae Sremmurd - Swang (Official Video),2949990,2017/02/17,43.0,,28.0,dmJefsOErr0
One Direction - One Way Or Another (Teenage Kicks),4909870,2013/02/21,2.0,1.0,44.0,36mCEZzzQ3o
Zay Hilfigerrr & Zayion McCall,2414836,2016/12/31,41.0,,20.0,a2v_zGWawP0
Jorge & Mateus - Sosseguei (Como Sempre Feito Nunca) [Vídeo Oficial],1385881,2016/04/16,58.0,,40.0,vZcjAmfkemk
Mariah Carey - All I Want for Christmas Is You (Make My Wish Come True Edition),7894207,2022/12/24,3.0,1.0,29.0,aAkMkVFwAoo
Mano Walter - Não Deixo Não,1570593,2017/12/31,170.0,,16.0,htrlDVrF4vw
"Machine Gun Kelly, Camila Cabello - Bad Things (Official Music Video)",2270886,2016/12/01,88.0,,16.0,QpbQ4I3Eidg
Christina Aguilera - Pero Me Acuerdo De Tí (Video Oficial),696608,2017/11/29,,,,-hMC8pQkEmk
Demi Lovato - Cool for the Summer (Official Video),3227169,2015/07/23,19.0,,29.0,il9nqWw9W3Y
Red Hot Chili Peppers - Dark Necessities [Official Music Video],700940,2016/06/17,137.0,,2.0,Q0oIoR9mLwc
Doja Cat - Say So (Official Video),3735997,2020/02/28,32.0,,23.0,pok8H_KF1FA
"Arijit Singh : Lambiyaan Si Judaiyaan With Lyrics | Raabta | Sushant Rajput, Kriti Sanon | T-Series",3980111,2020/06/20,19.0,,8.0,vc-KxBjIbgI
Plan B - Es un secreto [Official Video],357651,2022/08/20,,,,fsUP-KYPI98
Hardy Sandhu: HORNN BLOW Video Song | Jaani | B Praak | New Song 2016 | T-Series,613186,2020/09/10,,,,IssysxAisfo
JESSE & JOY - Ecos de Amor (Video Oficial),825264,2017/12/18,,,,_WHGlEYaBgU
Bella Poarch - Build a B*tch (Official Music Video),1848112,2021/05/14,17.0,,5.0,FLGCGc7sAUw
Little Mix - Hair (Official Video) ft. Sean Paul,2433367,2016/04/22,28.0,,16.0,kgUpRwMeRr4
Paramore: Decode [OFFICIAL VIDEO],303060,2008/11/29,,,,RvnkAtWcKYg
Damas Gratis - Me Vas a extrañar (en vivo)  Feat Viru Kumbieron,1839192,2018/10/06,135.0,,9.0,iTNdq-GOVXc
INNA - Yalla | Official Music Video,531266,2017/06/29,,,,i7wveOu5hkQ
Fugees - Killing Me Softly With His Song (Official Video),665653,2023/04/15,,,,oKOtzIo-uYw
Lil Nas X - Panini (Official Video),9206864,2019/09/08,2.0,1.0,20.0,bXcSLI58-h8
