Id,Song Name,Artist Name,Channel_name,View,Like,Subscriber,Hashtag,Most view per day,Highest rank,Most-view-date,Charted-duration,Popularity Score (Spotify),Duration,Country,Publish_time,Release Date (Spotify),Genre,spotify_id,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
zxseokeqhVk,Andas En Mi Cabeza,Chino & Nacho,Adexe & Nau,826081323.0,4918551.0,12700000.0,4.0,1957307,86.0,2016-12-10,35.0,75,0:04:16,ES,2016-05-14 16:01:21,2016-02-19,"desi pop, filmi, modern bollywood",23WI5V2eD4EyGKxSl7Pyeq,247493.0,0.671,0.954,9.0,-1.87,1.0,0.13,0.0244,0.0,0.111,0.556,104.114,4.0
TUVcZfQe-Kw,Levitating,Dua Lipa,Dua Lipa,823827908.0,7464207.0,22700000.0,5.0,2019874,27.0,2021-06-03,113.0,81,0:03:51,GB,2020-10-02 12:00:12,2020-03-27,"reggaeton, trap latino, urbano latino",39LLxExYz6ewLAcYrzQQyP,203808.0,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,4.0
saGYMhApaH8,Me Porto Bonito,Bad Bunny,Bad Bunny,826006314.0,4270510.0,47200000.0,3.0,18640128,2.0,2022-07-10,54.0,89,0:03:12,PR,2022-06-20 19:00:09,2022-05-06,"pop, pop dance, tropical house, uk dance",6Sq7ltF9Qa7SNFBsV5Cogx,178567.0,0.911,0.712,1.0,-5.105,0.0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4.0
tD4HCZe-tew,Lush Life,Zara Larsson,ZaraLarssonMusicVEVO,823729824.0,4853291.0,3460000.0,0.0,2409499,25.0,2016-06-11,38.0,81,0:03:22,US,2015-07-01 07:00:01,2017-03-17,pop,1rIKgCH4H52lrvDcz50hS8,201122.0,0.694,0.712,7.0,-3.923,0.0,0.046,0.132,0.0,0.211,0.799,98.023,4.0
BxuY9FET9Y4,One Call Away,Charlie Puth,Charlie Puth,822418690.0,5098109.0,22300000.0,3.0,2203224,26.0,2016-03-19,38.0,75,0:04:02,US,2015-09-14 22:01:17,2016-01-29,fake,37R0bQOQj5a7DOqh1TGzvB,194453.0,0.667,0.613,1.0,-5.353,1.0,0.0344,0.403,0.0,0.115,0.47,91.024,4.0
otCpCn0l4Wo,U Can't Touch This,MC Hammer,MCHammerVevo,819981946.0,4364387.0,136000.0,4.0,574561,21.0,2016-12-31,25.0,75,0:04:34,US,2009-02-24 23:55:46,1990-02-20,"dance pop, pop, uk pop",1B75hgRqe7A4fwee3g3Wmu,257360.0,0.867,0.517,11.0,-13.222,0.0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4.0
Il-an3K9pjg,2002,Anne-Marie,Anne-Marie,816021417.0,5217008.0,11300000.0,3.0,1613272,107.0,2018-09-15,28.0,83,0:03:15,,2018-05-08 11:05:08,2018-04-27,"hip hop, miami bass",2BgEsaKNfHUdlh97KmvFyo,186987.0,0.697,0.683,1.0,-2.881,0.0,0.117,0.0372,0.0,0.137,0.603,96.133,4.0
ZaI2IlHwmgQ,Pump It (As Made Famous By Black Eyed Peas Instrumental Cover),The Beat Mechanics,BlackEyedPeasVEVO,816150701.0,5107986.0,3840000.0,6.0,939975,21.0,2020-12-09,25.0,12,0:03:46,US,2009-06-17 05:29:08,2012-04-28,"pop, scandipop, swedish electropop, swedish pop",6E5pe8Zb3Od3ToEBwRxHSt,217720.0,0.736,0.824,1.0,-3.401,0.0,0.145,0.000628,0.942,0.325,0.755,153.609,4.0
qPTfXwPf_HM,Mama - Acoustic,Jonas Blue,JonasBlueVEVO,816142439.0,4315942.0,1960000.0,0.0,3047100,30.0,2017-08-25,27.0,56,0:03:04,US,2017-05-18 09:00:06,2017-06-30,"colombian pop, dance pop, latin pop, pop",2o5woNaj4eQXCwbrJ001A2,192277.0,0.463,0.367,10.0,-5.881,0.0,0.0686,0.769,0.0,0.0782,0.577,87.689,4.0
Dsp_8Lm1eSk,La Tortura (feat. Alejandro Sanz),Shakira,shakiraVEVO,818614050.0,2595333.0,18400000.0,12.0,1129650,116.0,2021-10-05,3.0,78,0:03:45,,2009-10-03 04:47:55,2005-06-03,"pop, viral pop",5BSclXJTa9B0iURhUjZo50,212893.0,0.74,0.783,0.0,-5.367,1.0,0.0427,0.0297,0.000308,0.123,0.812,100.011,4.0
OZLUa8JUR18,Mirror,Lil Wayne,LilWayneVEVO,818498864.0,5140990.0,4720000.0,1.0,4002737,1.0,2012-02-03,70.0,78,0:04:03,,2012-01-31 18:55:00,2011-08-29,"hip hop, new orleans rap, pop rap, rap, trap",5hUYsaOyMY32yjRXeuQwGj,228093.0,0.328,0.622,5.0,-7.291,0.0,0.0866,0.858,0.0,0.104,0.401,74.267,4.0
-CmadmM5cOk,Style (Taylor's Version),Taylor Swift,TaylorSwiftVEVO,817103273.0,4098624.0,25600000.0,0.0,5681936,7.0,2015-02-13,52.0,88,0:04:03,US,2015-02-13 13:20:01,2023-10-26,pop,1hjRhYpWyqDpPahmSlUTlc,231000.0,0.575,0.824,2.0,-4.823,1.0,0.038,0.000418,0.0214,0.0901,0.292,94.971,4.0
ejvpVhvKesM,3 Daqat,Abu,Abu music,816745132.0,3674177.0,2090000.0,3.0,1927395,63.0,2018-02-16,30.0,66,0:05:11,EG,2017-10-12 11:49:52,2017-10-11,"arab pop, egyptian alternative, egyptian pop",0uxTfF35vomzEtb7sHlP1N,275228.0,0.826,0.71,6.0,-7.547,1.0,0.0389,0.362,3.39e-06,0.0392,0.647,117.999,4.0
W-w3WfgpcGg,It Will Rain,Bruno Mars,Bruno Mars,815796786.0,3761779.0,37400000.0,6.0,1853792,8.0,2011-11-12,40.0,84,0:04:27,,2011-11-10 22:06:13,2011-09-28,"afghan pop, chutney, classic bollywood, filmi",0M3HkE321xpCbCYqVKzr1q,257720.0,0.576,0.835,2.0,-6.826,1.0,0.0486,0.337,0.0,0.082,0.476,150.017,4.0
IBvg3WeqP1U,Bole Chudiyan,Jatin-Lalit,SonyMusicIndiaVEVO,814009664.0,3826481.0,48400000.0,18.0,945625,180.0,2019-01-16,7.0,66,0:06:44,,2014-04-03 07:00:01,2001-11-28,"desi hip hop, desi trap, filmi, modern bollywood",1uzkWkIaWaxzHJgJ4Fy5rO,408133.0,0.59,0.875,5.0,-5.294,1.0,0.171,0.45,1.16e-05,0.164,0.737,96.915,4.0
Ey_hgKCCYU4,Perfect Strangers,Jonas Blue,JonasBlueVEVO,810974245.0,3867101.0,1960000.0,0.0,1551871,56.0,2016-10-15,30.0,79,0:03:28,US,2016-06-14 09:00:01,2018-11-09,"agronejo, arrocha, sertanejo, sertanejo universitario",3P3pw6C19j31Rnzgo3JG7o,196613.0,0.73,0.861,1.0,-4.1,1.0,0.0451,0.39,0.0,0.213,0.704,117.965,4.0
GCpvmHi1gxU,Zemër,Soolking,REDBOX Entertainment,814804158.0,4340822.0,2310000.0,0.0,3550933,12.0,2019-04-19,33.0,64,0:03:50,,2019-04-19 15:16:00,2019-04-18,"pop, pop dance, tropical house, uk dance",68av1mZz0VsIYXJWATZWUW,224713.0,0.782,0.864,11.0,-2.918,0.0,0.053,0.299,0.0,0.0876,0.941,156.989,4.0
g5qU7p7yOY8,Love Me Harder,Ariana Grande,ArianaGrandeVevo,811011499.0,4433948.0,17600000.0,0.0,2314514,13.0,2014-11-03,59.0,81,0:04:11,,2014-11-03 08:00:05,2014-08-25,"french hip hop, pop urbaine, r&b francais, rap algerien",5J4ZkQpzMUFojo1CtAZYpn,236133.0,0.472,0.714,1.0,-4.389,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,4.0
nFjVlf2r9_Q,Paani Paani,Badshah,Saregama Music,807967593.0,6451606.0,38300000.0,7.0,13582060,1.0,2021-06-10,37.0,55,0:03:12,IN,2021-06-09 06:30:27,2021-06-09,"detroit hip hop, hip hop, rap",1myzcUZDmZ5m1EgGv19c76,174002.0,0.886,0.579,0.0,-7.231,1.0,0.209,0.236,4.23e-06,0.0586,0.427,105.028,4.0
rYKOuKaWEjg,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,Zé Neto e Cristiano,810638874.0,3211203.0,15300000.0,1.0,5106133,20.0,2018-12-25,38.0,20,0:03:09,BR,2018-06-29 14:00:05,2023-02-14,pop,3tA0vALUwrzkTgHcm9j6oJ,182341.0,0.398,0.838,8.0,-4.734,0.0,0.13,0.778,0.0,0.189,0.206,156.008,3.0
Cr8K88UcO0s,Tití Me Preguntó,Bad Bunny,Bad Bunny,810392216.0,5196072.0,47200000.0,3.0,11465952,1.0,2022-07-02,51.0,86,0:04:51,PR,2022-06-01 18:00:02,2022-05-06,"reggaeton, trap latino, urbano latino",1IHWl5LamUGEuP4ozKQSXZ,243717.0,0.65,0.715,5.0,-5.198,0.0,0.253,0.0993,0.000291,0.126,0.187,106.672,4.0
8CdcCD5V-d8,Venom - Music From The Motion Picture,Eminem,EminemVEVO,808208689.0,10645076.0,24700000.0,0.0,9920350,1.0,2018-10-06,27.0,74,0:04:56,,2018-10-05 17:00:00,2018-09-21,"dance pop, pop",3kpYJjvM8Ja6btr5hEJLWc,269573.0,0.75,0.789,0.0,-5.058,1.0,0.0647,0.0148,0.0,0.501,0.467,135.954,4.0
K_9tX4eHztY,Low Life (feat. The Weeknd),Future,FutureVEVO,807686741.0,3459889.0,4390000.0,3.0,2033440,27.0,2016-05-05,34.0,85,0:05:24,,2016-03-26 00:00:00,2016-04-13,"atl hip hop, hip hop, rap, southern hip hop, trap",7EiZI6JVHllARrX9PUvAdX,313547.0,0.722,0.331,8.0,-7.789,1.0,0.0726,0.337,0.282,0.146,0.102,143.961,4.0
xp6706wVdCI,Amanece,Anuel AA,Anuel AA,810574657.0,3499768.0,25800000.0,4.0,4414486,7.0,2018-12-14,33.0,84,0:03:12,CO,2018-12-14 03:34:24,2018-12-14,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino",1LiN0Z98FkR1t0m8KmLcAH,190005.0,0.79,0.631,8.0,-5.549,0.0,0.0425,0.437,0.0,0.158,0.889,94.039,4.0
8LZgzAZ2lpQ,Abhi Toh Party Shuru Hui Hai,Badshah,T-Series,807611654.0,3163969.0,254000000.0,0.0,1625169,92.0,2021-12-31,4.0,59,0:03:10,IN,2014-11-11 06:31:30,2014-08-12,"desi hip hop, desi trap, filmi, modern bollywood",0rUN8ascPVT9iiLzC5ocPw,179912.0,0.806,0.815,3.0,-5.373,0.0,0.0599,0.0081,2.35e-05,0.586,0.678,129.999,4.0
-59jGD4WrmE,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Atlantic Records,808707394.0,6285201.0,14200000.0,9.0,2532678,20.0,2016-09-10,34.0,77,0:04:58,US,2016-06-25 03:00:01,2016-06-24,"glam metal, hard rock, rock",4dASQiO1Eoo3RJvt74FtXB,243491.0,0.502,0.786,9.0,-4.378,0.0,0.317,0.255,0.0,0.65,0.739,169.021,4.0
av5JD1dfj_c,Dancing With A Stranger (with Normani),Sam Smith,SamSmithVEVO,805887273.0,3441553.0,6310000.0,3.0,5831010,9.0,2019-03-08,36.0,75,0:03:16,,2019-01-29 08:00:00,2019-01-11,"hip hop, new orleans rap, pop rap, rap, trap",6Qs4SXO9dwPj5GKvVOv8Ki,171030.0,0.741,0.52,8.0,-7.513,1.0,0.0656,0.45,1.97e-06,0.222,0.347,102.998,4.0
nlXqp3FVrq8,Hola - Remix,Dalex,Dalex,805265194.0,3678661.0,6290000.0,3.0,1831600,32.0,2020-02-28,44.0,74,0:04:12,US,2019-11-01 04:00:10,2022-02-09,"r&b en espanol, reggaeton, trap latino, urbano latino",5stPVcRqb4qixbafP9e8lt,249520.0,0.655,0.672,0.0,-5.98,0.0,0.311,0.471,0.0,0.0767,0.343,181.877,4.0
Rbm6GXllBiw,Paradise City,Guns N' Roses,GunsNRosesVEVO,801594870.0,2843910.0,4580000.0,4.0,1746893,21.0,2022-07-16,25.0,82,0:06:49,,2009-12-25 08:41:50,1987-07-21,"dance pop, girl group, pop",6eN1f9KNmiWEhpE2RhQqB5,405600.0,0.268,0.98,11.0,-5.958,1.0,0.103,0.0192,0.00709,0.182,0.395,100.315,4.0
GKSRyLdjsPA,The Greatest,Sia,SiaVEVO,797444649.0,5595080.0,9560000.0,5.0,7789369,6.0,2016-09-07,31.0,77,0:05:52,,2016-09-06 04:01:00,2016-10-21,pop,6bLopGnirdrilrpdVB6Um1,210920.0,0.639,0.785,10.0,-6.167,0.0,0.174,0.0174,0.00107,0.0512,0.686,191.95,4.0
VCLxJd1d84s,Buttons,The Pussycat Dolls,ThePussycatDollsVEVO,798327728.0,3394738.0,1570000.0,3.0,430993,21.0,2023-05-12,25.0,72,0:03:56,,2009-10-06 11:38:12,2005-01-01,"reggaeton, trap latino, urbano latino",314QzMOrpNUqWBUozYshf6,225560.0,0.565,0.817,2.0,-4.338,1.0,0.27,0.152,0.0,0.247,0.477,210.851,4.0
bvC_0foemLY,Sugar (feat. Francesco Yates),Robin Schulz,Robin Schulz,802955953.0,3920776.0,3670000.0,5.0,1301496,61.0,2022-07-10,41.0,80,0:03:45,DE,2015-07-24 14:00:01,2015-09-25,"australian dance, australian pop, pop",5tf1VVWniHgryyumXyJM7w,219043.0,0.636,0.815,5.0,-5.098,0.0,0.0581,0.0185,0.0,0.163,0.636,123.063,4.0
j1_JW7An2l0,Krippy Kush,Farruko,FARRUKOVEVO,803234561.0,4357360.0,5760000.0,0.0,9628622,4.0,2017-09-02,25.0,66,0:03:54,,2017-08-04 04:00:01,2017-09-15,"pop, uk pop",7FfpP3YZ6fOWMdxkIAtud9,230520.0,0.708,0.56,9.0,-7.132,1.0,0.129,0.0668,0.0,0.111,0.411,163.043,4.0
FxYw0XPEoKE,I Have Nothing - Film Version,Whitney Houston,whitneyhoustonVEVO,793605005.0,3803297.0,2570000.0,5.0,1084759,39.0,2012-02-12,1.0,52,0:04:51,,2009-11-14 14:23:09,2017-11-17,"deep euro house, deep house, edm, german dance, pop dance, tropical house",76puoNshqjAAocKl5KbmpQ,296040.0,0.486,0.448,7.0,-9.133,1.0,0.0342,0.757,0.0,0.0852,0.17,152.864,3.0
iEPTlhBmwRg,Moves Like Jagger,Maroon 5,Maroon5VEVO,795797458.0,3656971.0,14400000.0,1.0,869214,9.0,2011-08-10,59.0,72,0:04:39,US,2011-08-09 07:00:00,2015-09-25,"pop, post-teen pop",1r299qCKBLgUS9XJ9m1kEx,202640.0,0.72,0.751,11.0,-4.484,0.0,0.0462,0.0113,0.0,0.353,0.599,128.017,4.0
n-D1EB74Ckg,Come & Get It,Selena Gomez,SelenaGomezVEVO,793879186.0,4775087.0,14400000.0,0.0,4243976,2.0,2013-05-08,83.0,73,0:04:50,US,2013-05-07 23:53:06,2013-01-01,"dutch edm, edm, pop, pop dance, progressive house",6LoQHIo74tOzQ8EsLEkhgF,231987.0,0.546,0.787,7.0,-4.1,0.0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,4.0
RnBT9uUYb1w,In the Name of Love,Martin Garrix,Martin Garrix,796237209.0,8164717.0,14700000.0,3.0,1432338,110.0,2016-12-10,23.0,82,0:03:26,US,2016-08-23 14:00:13,2016-07-29,pop,23L5CiUhw2jV1OIMwthR3S,195707.0,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.454,0.168,133.99,4.0
xFrGuyw1V8s,Dancing Queen,ABBA,AbbaVEVO,797807481.0,3753712.0,961000.0,5.0,1066688,21.0,2017-12-31,25.0,86,0:03:53,,2009-10-08 16:40:00,1976-01-01,"europop, swedish pop",0GjEhVFGZW8afUYGChu3Rr,230400.0,0.543,0.87,9.0,-6.514,1.0,0.0428,0.358,0.000939,0.792,0.754,100.804,4.0
W6fme7tcweQ,Bandido,Myke Towers,Myke Towers,792882682.0,3705914.0,12300000.0,3.0,4256362,5.0,2021-02-05,37.0,75,0:03:53,US,2020-12-10 23:01:22,2020-12-10,"reggaeton, trap latino, urbano latino",1xK1Gg9SxG8fy2Ya373oqb,232853.0,0.713,0.617,8.0,-4.637,1.0,0.0887,0.122,0.0,0.0962,0.682,168.021,4.0
8-mloCL49vs,Mi Cama,KAROL G,KarolGVEVO,792566006.0,3835551.0,3810000.0,0.0,17303382,6.0,2018-05-11,23.0,60,0:02:33,US,2018-05-11 04:00:00,2018-05-11,"irish singer-songwriter, modern rock, pov: indie",7sFYVcKSb24qg0dAkqLEFj,151400.0,0.826,0.815,9.0,-4.773,1.0,0.0875,0.222,6.96e-05,0.0964,0.68,163.073,4.0
7RMQksXpQSk,This Is How We Do,Katy Perry,KatyPerryVEVO,792427364.0,3255617.0,24600000.0,0.0,2562504,3.0,2014-08-01,78.0,59,0:03:30,US,2014-07-31 16:00:08,2013-10-18,"canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",5vL0yvddknhGj7IrBc6UTj,204285.0,0.69,0.636,9.0,-6.028,0.0,0.0457,0.0203,0.0,0.147,0.8,96.0,4.0
PVjiKRfKpPI,Take Me To Church,Hozier,HozierVEVO,791162681.0,7575169.0,1070000.0,0.0,624509,107.0,2021-10-30,17.0,86,0:04:17,US,2014-03-25 14:00:03,2014-07-20,"reggaeton, reggaeton colombiano, trap latino, urbano latino",3dYD57lRAUcMHufyqn9GcI,241688.0,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,4.0
9EHAo6rEuas,Please Forgive Me,Bryan Adams,Bryan Adams,790495764.0,3063879.0,5750000.0,3.0,567366,21.0,2021-02-20,25.0,70,0:06:18,,2008-10-31 11:03:43,2005-01-01,pop,03EnOL1O9EKi9CFNmPyrCm,355640.0,0.555,0.46,9.0,-7.032,1.0,0.0277,0.497,0.0,0.103,0.146,67.027,3.0
gl1aHhXnN1k,"thank u, next",Ariana Grande,ArianaGrandeVevo,789386738.0,13626282.0,17600000.0,2.0,42895041,1.0,2018-12-01,13.0,82,0:05:31,,2018-11-30 19:58:22,2019-02-08,pop,3e9HZxeyfWwjeyPAMmWSSQ,207320.0,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,4.0
95I5VaR7GeU,Laila Main Laila,Pawni Pandey,Zee Music Company,788831166.0,2971437.0,102000000.0,2.0,11614160,13.0,2016-12-24,14.0,15,0:02:41,IN,2016-12-21 12:29:15,2017-01-24,punjabi pop,0eNiqkazTEYJJ8fMRPyJx8,306582.0,0.622,0.924,4.0,-4.481,0.0,0.142,0.00764,2.61e-06,0.557,0.506,135.968,4.0
hzTg4zPBtDU,3 Peg,Sharry Mann,T-Series Apna Punjab,791179839.0,3419635.0,35500000.0,0.0,863482,21.0,2022-03-17,25.0,64,0:04:40,IN,2016-12-17 05:33:08,2016-12-16,,3G8o2zm7LaF6eeVuvLlrkJ,204396.0,0.69,0.926,0.0,-0.223,0.0,0.253,0.14,0.0,0.112,0.791,167.927,4.0
qfdShSZZxlg,Tera Fitoor,Arijit Singh,Tips Official,785975810.0,4090291.0,62500000.0,9.0,2146156,49.0,2018-09-09,12.0,74,0:05:34,IN,2018-07-17 11:04:57,2018-08-24,"boy band, pop, post-teen pop, talent show",1YMLgvsQdE27r30q0fsLeV,310000.0,0.576,0.688,9.0,-5.136,1.0,0.0319,0.346,0.0439,0.262,0.726,135.984,4.0
o_v9MY_FMcw,Best Song Ever,One Direction,OneDirectionVEVO,788393262.0,6890515.0,21800000.0,6.0,10031812,1.0,2013-07-23,64.0,78,0:06:13,,2013-07-22 17:10:08,2013-11-25,"filmi, modern bollywood",5T7ZFtCcOgkpjxcuaeZbw0,200107.0,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491,4.0
HyHNuVaZJ-k,Feel Good Inc.,Gorillaz,Gorillaz,789024785.0,6809251.0,10600000.0,0.0,579911,21.0,2017-12-16,25.0,86,0:04:14,GB,2016-06-28 12:53:12,2005-05-23,"cantautora mexicana, mexican pop",0d28khcov6AiegSCpG5TuT,222640.0,0.818,0.705,6.0,-6.679,1.0,0.177,0.00836,0.00233,0.613,0.772,138.559,4.0
fiore9Z5iUg,Prayer in C - Robin Schulz Remix,Lilly Wood and The Prick,Robin Schulz,786532112.0,4104500.0,3670000.0,3.0,913349,39.0,2015-10-17,82.0,47,0:03:14,DE,2014-05-20 13:59:30,2014-05-16,"alternative hip hop, modern rock, rock",3k9FFXVPn3ua8dlpkxlCvZ,322688.0,0.783,0.622,0.0,-6.384,1.0,0.0366,0.00261,0.0122,0.0641,0.878,123.004,4.0
Ri7-vnrJD3k,Set Fire to the Rain,Adele,AdeleVEVO,786270988.0,4265162.0,15000000.0,0.0,1014159,46.0,2015-10-23,21.0,86,0:03:59,,2011-11-16 08:00:00,2011-01-24,"british soul, pop, pop soul, uk pop",3di5hcvxxciiqwMH1jarhY,242974.0,0.603,0.67,2.0,-3.882,0.0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4.0
4NJlUribp3c,Panda,Desiigner,DesiignerVEVO,785494770.0,8066587.0,2820000.0,5.0,1179218,78.0,2016-06-18,30.0,69,0:04:08,US,2016-03-10 08:00:00,2016-02-26,"french indie pop, french rock",275a9yzwGB6ncAW4SxY7q3,247867.0,0.685,0.731,10.0,-5.503,0.0,0.414,0.0292,0.0,0.369,0.266,145.245,4.0
jwP1HRmDVII,Disfruto,Carla Morrison,Carla Morrison,786530538.0,5387457.0,5880000.0,0.0,779858,21.0,2018-11-10,25.0,76,0:04:07,MX,2017-07-31 02:00:01,2012-03-27,"pop rap, rap, southern hip hop, trap, viral trap",6UR5tB1wVm7qvH4xfsHr8m,244973.0,0.658,0.133,1.0,-11.254,0.0,0.0352,0.901,0.0,0.106,0.122,91.054,4.0
LYsaKn8FRhc,Ninguém Explica Deus (feat. Gabriela Rocha) - Ao Vivo,Preto no Branco,PretoNoBrancoVEVO,784646764.0,4314964.0,1820000.0,0.0,758629,21.0,2019-01-17,25.0,11,0:06:33,US,2015-12-15 20:00:00,2020-06-05,"gruperas inmortales, musica mexicana, nu-cumbia, ranchera, tropical",682XjN6L1Qhs5rXbuGSQKK,390387.0,0.384,0.362,7.0,-7.414,1.0,0.0274,0.815,0.0,0.313,0.38,92.411,4.0
SlgtjRq5AXs,Amor a Primera Vista,Los Ángeles Azules,LosAngelesAzulesVEVO,780379896.0,2059010.0,1640000.0,0.0,2211069,32.0,2019-09-12,49.0,74,0:03:42,,2019-06-28 01:37:11,2019-06-14,"adoracao, brazilian gospel, groove gospel, pagode baiano, pop nacional, rap cristao, reggae cristao, rock gospel brasileiro",5M6bJO7Cfl4lnPoAHG0EdD,220941.0,0.657,0.763,0.0,-6.316,1.0,0.0583,0.323,0.0,0.405,0.95,170.155,4.0
fHI8X4OXluQ,Blinding Lights - Live,The Weeknd,TheWeekndVEVO,780063126.0,6017601.0,10400000.0,2.0,2412841,41.0,2019-11-29,84.0,52,0:03:24,CA,2019-11-29 05:00:08,2023-03-03,"latin pop, spanish pop",5OGxg1400HmCYVRHuccZWw,253365.0,0.396,0.867,10.0,-5.459,1.0,0.0629,0.00135,0.00184,0.729,0.0915,170.91,4.0
qExd-3oCTl4,Colgando en tus manos (con Marta Sánchez),Carlos Baute,Carlos Baute,781153112.0,2817077.0,1110000.0,0.0,1317562,21.0,2019-01-16,25.0,47,0:03:55,,2008-10-29 17:46:06,2016-11-18,"cancion melodica, latin pop, mariachi, musica mexicana, ranchera",4EMbybK0uJ7HORa61dEgHs,230280.0,0.836,0.637,6.0,-4.803,1.0,0.0367,0.535,0.0,0.129,0.875,120.025,4.0
0O4CLgXvbjU,Así Fue - En Vivo [Desde el Instituto Nacional de Bellas Artes],Juan Gabriel,JuanGabrielVEVO,783524694.0,1760615.0,4020000.0,3.0,2326595,80.0,2016-08-29,3.0,68,0:07:00,,2010-09-02 02:57:26,1998-01-11,"boy band, pop, post-teen pop, talent show",6nOJ1EJYDa5QCI6RGBuozw,444533.0,0.577,0.674,1.0,-7.734,0.0,0.0412,0.0337,3.26e-05,0.966,0.4,105.708,4.0
bhRswBsogNw,"Papa Mere Papa (From ""Main Aisa Hi Hoon"")",Sonu Nigam,T-Series,779613357.0,2783090.0,254000000.0,0.0,1914336,25.0,2020-08-07,32.0,4,0:04:23,IN,2011-05-30 13:28:30,2022-06-16,"canadian contemporary r&b, canadian pop, pop",6b2UhdPukj6Y9o9BN2aPFx,434987.0,0.578,0.643,9.0,-6.658,1.0,0.0544,0.178,0.000279,0.106,0.505,172.01,4.0
Y1xs_xPb46M,One Thing,One Direction,OneDirectionVEVO,781639703.0,4898675.0,21800000.0,8.0,1466098,5.0,2012-01-13,98.0,75,0:03:18,,2012-01-13 16:00:00,2012-05-25,"filmi, modern bollywood",5G2c6FsfTzgYUzageCmfXY,197600.0,0.713,0.718,2.0,-3.806,1.0,0.0278,0.00233,0.0,0.0838,0.656,126.999,4.0
f0bbDFRYD_A,changes,XXXTENTACION,XXXTENTACION,779468852.0,11398090.0,39700000.0,0.0,9614482,12.0,2018-06-19,40.0,80,0:02:02,US,2018-03-02 05:05:46,2018-03-16,"dance pop, pop rap",7AFASza1mXqntmGtbxXprO,121887.0,0.669,0.308,11.0,-10.068,1.0,0.029,0.883,0.0,0.0984,0.52,64.934,4.0
5AkDqm-cEgg,Tutu,Camilo,CamiloVEVO,778881001.0,6101860.0,117000.0,3.0,2633304,13.0,2019-08-09,49.0,66,0:03:31,,2019-08-09 03:58:13,2019-08-09,"colombian pop, latin pop, latin viral pop, reggaeton colombiano",1nocRtwyNPVtGcIJqfgdzZ,178613.0,0.731,0.832,9.0,-2.592,1.0,0.0503,0.273,0.0,0.0665,0.94,146.013,4.0
8BDrtvy0SNM,Tu Postura,Banda MS de Sergio Lizárraga,Lizos Music,778506694.0,1259083.0,7470000.0,1.0,2876491,41.0,2018-05-05,28.0,69,0:05:05,MX,2018-04-13 18:50:15,2017-04-21,"banda, musica mexicana, norteno",4RNzKQEzmlvVHca4t6Txkj,281400.0,0.779,0.373,2.0,-7.968,1.0,0.0372,0.226,6.41e-06,0.0978,0.499,119.946,4.0
2eliQ_KR8yA,Gerhi Route Mashup,Parmish Verma,Crown Records,776164743.0,6190507.0,5550000.0,0.0,928925,21.0,2019-03-08,25.0,33,0:03:40,US,2016-02-14 04:52:21,2023-06-07,punjabi pop,1KRZu8BsxviSQ0e6BSNPLS,408880.0,0.798,0.695,11.0,-8.187,0.0,0.262,0.0698,0.0,0.35,0.398,135.037,4.0
Wa5B22KAkEk,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,Wiz Khalifa,777609845.0,6010238.0,27900000.0,3.0,626987,15.0,2012-01-07,24.0,78,0:04:18,US,2011-11-28 21:29:02,2011-10-11,"emo rap, miami hip hop, rap",5HQVUIKwCEXpe7JIHyY734,207333.0,0.715,0.655,0.0,-6.425,1.0,0.137,0.0525,0.0,0.115,0.531,95.078,4.0
T3E9Wjbq44E,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,Fueled By Ramen,776904771.0,7751163.0,14900000.0,0.0,731459,15.0,2011-11-05,27.0,56,0:03:37,US,2011-08-12 20:20:46,2011-06-14,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",4ywvnllm7kpaXDsa1VNNpY,210960.0,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,4.0
